"gene_id","L22.1","L22.2","L22.3","R22.1","R22.2","R22.3","L27.1","L27.2","L27.3","R27.1","R27.2","R27.3","L32.1","L32.2","L32.3","R32.1","R32.2","R32.3"
"2607585103",42,18,14,46,22,26,24,10,2,56,36,31,42,41,12,42,36,12
"2607585104",12,8,6,22,24,20,14,0,0,34,14,14,31,22,16,10,9,16
"2607585105",58,34,24,54,53,46,12,15,4,71,71,40,113,129,94,72,67,54
"2607585106",81,27,32,56,63,60,14,14,20,80,75,67,173,174,91,69,70,81
"2607585110",715,196,67,256,377,456,30,24,1,464,346,352,569,492,245,264,323,326
"2607585111",181,37,20,75,110,165,23,12,6,132,116,99,113,93,66,100,101,92
"2607585113",1015,313,76,388,504,609,41,40,6,966,651,566,646,521,282,473,477,390
"2607585115",411,182,72,261,354,379,76,53,24,645,461,412,385,394,255,329,338,294
"2607585116",312,134,28,242,273,324,26,33,2,626,453,470,378,307,208,266,306,262
"2607585123",1104,525,216,683,741,845,351,163,66,2128,1185,992,1991,1714,1191,1468,1398,1448
"2607585127",2310,1188,600,1469,1848,1705,361,247,104,2454,1811,1826,1101,1046,856,1417,1599,1333
"2607585128",262,99,26,129,145,184,28,17,12,301,180,189,140,127,80,69,108,88
"2607585130",5074,2114,749,2749,3102,3768,656,473,127,6493,4642,4478,3866,3327,2146,3049,3479,2837
"2607585131",307,125,12,125,156,196,19,8,5,248,255,242,279,202,149,145,145,168
"2607585133",7,2,0,2,1,3,4,0,0,8,2,3,8,4,0,4,4,0
"2607585138",295,138,32,116,135,188,16,16,2,191,138,124,256,166,111,122,138,121
"2607585139",946,507,271,647,700,852,239,171,106,1392,868,830,1006,756,540,992,818,850
"2607585140",8,5,0,10,4,11,0,0,0,13,3,5,4,6,2,1,6,6
"2607585143",320,149,48,191,223,263,58,20,14,188,163,197,354,385,182,232,239,229
"2607585145",279,98,24,128,155,170,24,34,2,271,186,203,425,270,178,164,175,159
"2607585146",9914,3855,1498,3887,4620,5179,2025,1101,365,12103,7860,7279,13222,11053,7318,6425,7420,6712
"2607585147",144,52,8,69,103,92,10,14,4,209,144,120,118,106,52,77,119,93
"2607585148",137,75,26,90,139,119,20,12,8,312,186,109,179,173,118,127,128,137
"2607585149",191,84,30,98,109,142,24,12,4,204,126,121,153,134,80,116,103,122
"2607585151",32,10,8,17,15,23,2,4,1,38,36,31,31,31,27,10,21,19
"2607585152",24,6,6,16,19,16,10,4,6,36,23,24,26,29,27,40,18,11
"2607585153",30,17,0,36,18,28,4,0,2,35,16,39,60,49,35,41,15,15
"2607585154",28,6,0,10,16,16,2,2,0,38,25,25,29,34,24,12,27,6
"2607585156",704,295,106,447,544,725,68,86,34,811,557,532,640,578,436,418,417,298
"2607585157",1548,715,220,1091,1367,1585,231,181,56,1838,1531,1474,1814,1378,945,938,1119,950
"2607585158",471,254,134,343,379,471,170,108,52,710,524,523,650,579,393,592,528,494
"2607585163",365,139,89,159,198,189,43,18,6,152,137,128,149,109,62,117,127,122
"2607585164",408,196,90,261,270,292,41,27,10,235,155,153,140,148,127,156,137,121
"2607585165",24,13,4,23,15,34,4,2,0,13,19,15,14,20,9,11,8,6
"2607585166",0,0,0,6,0,0,0,0,0,0,2,0,10,4,0,0,2,2
"2607585167",0,0,0,4,2,4,2,0,0,12,1,2,2,7,2,2,2,4
"2607585168",43,10,12,34,26,34,4,2,0,35,35,41,67,45,21,25,16,34
"2607585169",28,32,2,22,22,28,16,0,0,44,55,31,61,56,36,31,21,17
"2607585170",10,6,2,2,14,2,12,2,0,8,2,8,10,4,2,0,10,0
"2607585171",4,0,0,2,0,1,2,4,0,4,1,0,8,6,0,2,0,0
"2607585172",8,9,0,7,16,5,5,4,0,4,10,11,20,21,8,6,4,10
"2607585173",71,56,18,30,32,58,51,28,16,131,54,64,165,206,171,99,91,129
"2607585174",15,5,2,12,16,18,14,0,2,26,16,8,49,40,28,18,18,14
"2607585176",89,21,2,30,43,62,4,0,0,140,116,136,95,87,46,54,98,65
"2607585177",527,218,85,163,256,268,113,43,16,586,462,428,436,317,202,368,407,357
"2607585178",1814,793,258,830,854,1147,282,184,38,2359,1836,1580,1841,1656,1097,1218,1406,1197
"2607585180",721,345,126,362,437,477,107,49,28,863,592,568,571,476,308,529,561,472
"2607585181",128,38,10,44,54,68,8,8,8,86,58,65,145,89,71,34,46,43
"2607585184",35,8,2,13,31,15,4,5,2,30,24,31,32,27,22,17,13,20
"2607585186",326,140,22,157,219,272,22,12,7,245,189,192,391,213,158,149,159,136
"2607585187",358,183,87,177,228,219,71,48,14,317,241,246,274,234,171,267,200,210
"2607585189",4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0
"2607585190",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2607585191",0,1,0,0,5,0,0,0,0,3,2,2,2,2,0,1,0,0
"2607585192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607585193",0,2,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0
"2607585196",353,144,44,145,179,216,40,30,12,245,233,235,472,396,196,252,221,210
"2607585198",17,15,2,9,12,30,2,4,0,19,19,25,37,28,20,9,23,11
"2607585199",38,16,16,40,28,70,16,4,0,71,40,54,86,64,56,43,40,49
"2607585200",212,89,28,118,134,141,36,30,0,233,148,160,251,157,74,96,114,79
"2607585204",5,8,2,9,4,7,0,4,0,8,8,5,17,21,5,9,11,15
"2607585205",476,300,174,680,755,767,184,127,45,862,534,406,408,315,275,497,575,542
"2607585207",148,39,33,67,75,103,46,14,12,157,87,144,188,171,109,109,118,129
"2607585208",257,182,97,204,214,190,84,75,31,361,241,288,470,391,311,457,340,327
"2607585209",655,370,270,482,475,537,273,288,134,1054,961,876,1173,1180,948,854,839,770
"2607585210",20,42,26,56,32,68,33,50,28,127,94,126,104,85,103,116,82,91
"2607585211",161,95,89,165,207,181,128,91,56,440,332,271,208,183,165,216,200,217
"2607585212",253,114,87,179,234,167,192,122,70,599,338,286,545,587,448,488,481,527
"2607585216",130,56,19,52,67,88,18,12,2,139,123,109,146,94,70,96,51,75
"2607585217",109,32,21,59,53,71,44,49,20,1054,349,363,303,214,159,621,564,682
"2607585218",7,2,0,5,2,3,0,0,0,5,9,11,13,14,3,9,6,7
"2607585220",203,93,32,93,161,162,48,6,7,155,121,116,190,133,120,130,139,117
"2607585221",10,0,0,3,0,4,0,2,1,8,4,2,6,8,6,3,2,5
"2607585226",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
"2607585229",4,3,0,4,0,4,0,0,2,15,4,4,0,11,4,5,14,8
"2607585232",646,307,173,189,224,245,171,81,35,356,210,211,395,362,269,379,290,338
"2607585233",38,31,0,24,37,35,2,2,2,66,31,44,44,44,21,30,27,27
"2607585234",346,156,70,166,249,307,85,68,20,727,434,398,526,483,361,353,440,376
"2607585235",54,6,4,34,29,27,0,5,0,136,61,59,91,65,45,38,47,29
"2607585238",205,83,41,118,118,129,30,14,12,281,227,170,237,223,151,161,184,144
"2607585239",2148,890,384,962,1101,1392,429,294,98,2385,2054,1969,2775,2556,1817,1438,1681,1398
"2607585240",8607,3488,2684,4214,4282,4511,7583,5093,2336,18427,12876,11969,21081,17906,14367,12012,10418,9024
"2607585241",118,68,28,124,113,141,104,54,19,552,377,405,487,432,391,353,285,249
"2607585243",20,12,12,6,8,16,6,0,0,26,18,19,13,20,10,18,17,20
"2607585244",26,12,6,18,20,28,4,4,0,74,40,38,46,39,30,56,50,47
"2607585245",29,2,0,6,24,23,2,2,0,52,42,39,85,54,33,11,28,30
"2607585246",39,17,18,25,16,29,6,0,0,61,39,40,70,68,41,60,31,42
"2607585247",477,202,123,251,314,363,65,50,30,571,409,427,573,591,399,378,362,313
"2607585250",935,567,356,602,697,639,312,174,78,1116,937,844,903,733,651,849,800,922
"2607585251",214,119,44,144,154,178,39,19,6,224,156,168,150,161,100,151,133,71
"2607585252",1624,757,370,815,1091,1056,479,265,108,1883,1165,1305,2042,1660,1251,1305,1251,1335
"2607585253",228,64,14,145,95,145,21,11,4,170,144,120,278,224,113,143,142,153
"2607585254",52,30,8,42,33,28,8,4,0,54,50,37,126,101,54,28,67,61
"2607585255",300,121,36,100,123,142,24,17,2,336,200,252,369,296,199,186,209,199
"2607585259",486,198,56,207,243,349,93,62,6,860,498,537,811,645,415,450,471,401
"2607585260",3787,1347,512,1866,2281,2675,566,286,119,4633,3574,3733,3367,3001,1963,3599,3688,3349
"2607585261",38,32,22,16,35,25,4,2,4,51,33,33,41,17,22,38,38,23
"2607585262",5,1,0,2,1,2,0,0,0,8,6,7,14,2,6,0,6,0
"2607585263",22,17,5,43,46,49,0,2,0,50,47,39,41,33,14,43,57,40
"2607585264",36,6,6,62,66,49,2,0,0,38,36,58,41,41,8,38,42,20
"2607585265",63,14,12,90,89,108,0,1,0,61,87,111,79,51,40,69,59,43
"2607585266",95,20,26,147,143,143,2,3,2,91,110,148,94,67,47,120,105,108
"2607585267",19,14,2,43,34,35,12,2,4,49,39,55,66,61,35,83,46,45
"2607585271",260,112,16,162,175,237,26,33,3,524,370,374,388,290,180,260,234,229
"2607585273",781,328,149,424,506,442,121,81,20,606,459,544,610,478,338,379,366,307
"2607585274",127,33,14,87,134,133,8,5,0,220,143,146,169,178,70,111,93,133
"2607585275",581,326,156,436,547,451,206,139,56,913,695,660,943,749,551,641,698,681
"2607585276",74,20,10,38,51,52,14,12,2,88,54,52,76,91,46,67,67,52
"2607585277",172,68,26,127,113,189,28,20,4,222,143,198,199,197,105,129,144,123
"2607585278",244,101,38,134,158,165,32,25,12,232,168,190,214,173,113,139,187,145
"2607585279",107,56,32,73,81,85,28,18,6,105,63,97,65,88,26,82,63,47
"2607585280",0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,4
"2607585281",2,0,0,2,4,2,0,2,0,6,2,0,8,1,0,2,6,1
"2607585283",0,0,4,0,4,0,0,0,0,4,4,3,3,4,0,2,0,2
"2607585284",9,3,0,9,4,9,2,0,0,14,3,12,37,27,7,13,9,0
"2607585285",4,0,0,4,2,4,0,0,0,16,4,6,10,4,6,5,12,0
"2607585287",22,8,0,15,15,12,4,2,0,39,20,40,18,17,5,8,13,13
"2607585288",267,116,39,115,194,197,39,30,8,381,234,264,453,338,216,285,331,289
"2607585290",2,0,0,4,0,2,0,0,0,0,2,0,9,5,1,0,0,2
"2607585292",240,134,43,155,158,172,30,17,6,204,157,161,173,95,64,168,119,151
"2607585293",73,28,10,25,30,47,8,11,6,45,57,87,77,56,44,109,65,69
"2607585296",171,68,35,48,58,73,12,0,4,63,46,27,38,38,10,28,32,38
"2607585297",36,17,2,13,18,22,8,4,0,18,18,20,29,22,13,16,23,23
"2607585298",420,169,37,158,191,226,34,13,6,439,280,258,320,276,158,197,220,226
"2607585299",48,11,9,26,28,22,11,4,0,58,50,46,26,33,26,38,42,47
"2607585300",616,299,187,263,322,392,134,104,42,525,573,547,667,726,527,456,395,361
"2607585301",46,12,4,11,12,7,4,2,0,34,22,19,34,18,24,21,19,13
"2607585306",2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"2607585308",545,304,171,312,385,341,200,140,50,646,474,526,710,639,437,524,468,550
"2607585309",581,393,232,403,466,445,220,206,93,890,619,547,791,658,605,672,694,676
"2607585312",170,63,38,178,176,203,103,71,19,1404,696,545,466,363,285,1060,979,1049
"2607585313",0,0,4,0,0,2,0,0,0,0,2,2,0,1,0,0,0,0
"2607585314",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2607585315",2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2
"2607585316",9,3,1,8,0,0,2,1,0,14,5,2,8,16,5,9,7,10
"2607585317",2018,886,351,529,571,665,353,156,74,1224,522,506,1217,1114,664,850,868,1022
"2607585318",1139,492,174,412,497,525,150,115,34,752,374,456,795,662,422,477,627,654
"2607585319",386,167,47,108,147,183,30,17,4,269,109,165,268,225,199,173,262,263
"2607585320",1598,659,168,454,672,788,218,104,23,1284,675,663,1264,1188,826,823,941,980
"2607585321",5156,2231,1003,2178,3016,3063,698,416,104,3631,3173,3165,4429,3786,2557,2765,2924,2977
"2607585324",672,337,165,447,463,516,234,121,57,912,602,622,1002,789,626,674,700,626
"2607585326",268,102,45,120,133,121,66,26,8,189,99,114,224,213,114,61,122,129
"2607585330",17066,9285,5330,6939,9341,8694,3929,2284,771,3723,5066,3773,6579,7066,6214,4373,5176,6258
"2607585331",4,8,0,0,8,1,0,0,0,4,6,16,8,10,2,2,6,6
"2607585332",149,92,32,99,111,125,48,17,8,129,98,106,153,122,87,72,93,147
"2607585335",221,95,31,114,128,171,46,8,8,212,184,146,171,173,106,136,176,120
"2607585336",198,87,12,110,120,104,28,18,4,117,99,141,123,87,82,107,115,94
"2607585338",76,22,4,41,47,55,8,2,2,69,24,41,40,33,27,28,29,30
"2607585339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607585341",330,164,88,218,332,393,49,64,16,556,382,362,323,258,210,333,319,262
"2607585342",434,185,71,330,377,442,54,34,12,601,432,394,390,277,229,350,367,313
"2607585343",268,130,32,213,247,284,16,14,2,410,310,232,219,184,130,151,243,159
"2607585344",269,74,30,223,207,248,16,18,6,363,216,211,149,165,102,190,164,129
"2607585345",70,29,8,42,62,85,3,5,2,132,98,64,52,45,34,29,48,31
"2607585347",3,6,0,8,5,8,0,0,0,5,10,3,6,0,0,3,2,6
"2607585348",192,77,23,96,128,117,32,6,13,167,128,141,121,108,119,98,75,100
"2607585349",319,164,60,165,193,269,58,30,12,304,196,193,202,160,103,178,154,137
"2607585350",278,113,71,127,127,172,41,24,9,239,165,186,198,161,93,153,135,170
"2607585351",79,28,2,19,27,50,4,4,2,65,36,38,49,44,37,38,38,29
"2607585352",42,21,2,7,6,22,8,0,0,39,14,38,67,24,21,20,13,28
"2607585353",523,235,140,317,372,320,127,65,32,496,349,299,403,277,198,294,316,234
"2607585356",75,59,15,45,70,67,14,6,0,137,82,76,67,52,34,83,83,52
"2607585357",65,20,8,30,23,40,12,6,2,63,35,51,71,44,48,20,41,37
"2607585358",16,8,2,3,12,4,0,0,0,17,6,17,13,11,6,0,3,5
"2607585359",10,6,0,8,2,0,0,0,0,14,2,2,8,0,1,1,7,4
"2607585361",173,73,17,71,77,99,20,11,2,146,125,100,170,186,110,129,126,138
"2607585365",401,128,63,207,271,210,75,63,20,489,283,309,367,324,236,310,327,336
"2607585367",0,0,0,0,4,0,0,4,2,2,0,4,2,0,0,0,4,0
"2607585368",4351,3125,1935,3672,4216,3830,1362,916,411,3647,4020,3290,2861,3041,2657,4185,3980,4796
"2607585371",30,18,4,37,26,26,16,14,2,43,28,46,50,50,34,43,41,36
"2607585373",4,4,0,21,14,14,2,2,0,40,23,29,25,26,5,16,25,14
"2607585376",4,2,2,4,0,9,0,0,0,5,1,7,11,3,4,2,1,4
"2607585377",8,6,0,5,9,10,0,0,0,18,10,3,10,8,5,10,6,7
"2607585380",1600,673,297,885,986,1315,290,147,52,2295,1467,1530,1784,1444,931,1020,1112,926
"2607585382",801,354,110,405,467,542,72,57,8,1280,897,753,1239,996,593,681,803,841
"2607585384",1619,608,240,500,735,716,122,63,4,877,746,843,1057,1016,597,690,716,592
"2607585389",2491,881,419,1645,1773,1951,282,189,60,3522,2293,2221,2260,1849,1293,1627,1704,1512
"2607585391",28,26,8,7,15,25,7,0,0,29,30,23,62,60,14,17,23,27
"2607585404",993,623,327,594,794,723,291,110,48,808,604,687,810,767,572,572,649,634
"2607585406",40,12,4,33,30,22,5,4,0,42,16,22,34,18,20,18,8,5
"2607585407",354,167,49,169,189,191,46,28,10,251,259,265,285,308,199,233,279,268
"2607585408",181,114,41,119,145,135,52,28,5,269,248,204,178,216,136,231,204,191
"2607585409",87,60,22,34,44,80,26,20,4,219,154,136,324,211,138,158,234,201
"2607585410",187,111,54,145,211,137,75,41,28,289,174,210,282,262,203,216,235,239
"2607585411",117,48,31,68,69,58,30,16,20,171,113,86,135,124,105,71,80,85
"2607585412",39,22,18,8,18,31,2,2,0,42,26,18,37,28,24,27,32,12
"2607585415",761,479,331,579,770,665,191,152,58,758,521,529,465,476,431,780,730,740
"2607585417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607585419",40,12,4,10,16,21,3,6,2,36,29,30,39,36,29,34,29,18
"2607585420",77,38,20,20,61,39,4,2,1,39,6,18,47,26,42,24,31,14
"2607585421",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
"2607585423",45,13,2,14,23,25,4,2,0,56,22,27,29,27,17,36,18,18
"2607585424",2492,1213,618,1311,1566,1398,782,533,171,3108,2114,2093,2954,2593,2138,2464,2171,2270
"2607585425",851,490,354,251,273,241,170,141,102,320,282,522,365,251,247,542,440,374
"2607585426",116,28,14,21,20,40,12,4,0,85,64,90,72,31,21,80,62,45
"2607585429",2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0
"2607585430",2,2,0,4,4,2,2,1,0,11,7,7,13,4,4,2,1,0
"2607585431",67,49,46,125,144,141,92,66,42,325,287,224,215,167,138,228,285,229
"2607585436",19,2,1,6,13,6,0,0,0,35,11,17,18,4,3,1,6,2
"2607585442",3525,1854,1344,4293,4462,4678,971,624,303,6691,4783,4168,3074,2767,2117,3954,3322,3102
"2607585445",444,208,165,297,343,334,110,80,50,438,430,277,348,330,234,350,278,330
"2607585447",292,98,50,172,174,240,52,28,13,341,291,221,257,233,129,220,286,225
"2607585448",155,44,14,50,95,77,8,8,4,139,76,105,251,175,117,85,124,68
"2607585449",201,112,44,132,129,184,47,30,14,190,128,134,288,220,175,145,145,127
"2607585450",1,1,0,0,4,0,0,0,0,0,0,1,2,2,2,0,6,0
"2607585451",12,10,8,6,21,4,10,6,4,10,6,12,14,22,15,11,13,23
"2607585452",48,56,8,58,48,50,10,2,4,67,70,73,45,92,61,49,84,66
"2607585453",80,49,24,64,68,68,12,4,8,123,85,61,82,54,57,68,76,96
"2607585454",0,1,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,6
"2607585455",7,4,0,0,9,4,0,3,0,15,10,18,14,5,10,7,7,11
"2607585456",102,30,20,36,68,42,32,14,7,90,68,69,91,72,53,71,71,58
"2607585457",40,12,6,13,9,22,2,2,0,40,20,28,32,20,17,18,23,25
"2607585458",60,25,6,31,19,48,16,7,0,64,43,71,36,56,43,49,55,38
"2607585459",4,0,0,0,0,1,0,0,0,0,0,2,2,2,2,1,3,0
"2607585460",10,6,0,2,0,6,0,2,0,5,6,10,6,2,2,2,1,2
"2607585461",75,44,26,32,46,21,24,6,6,61,42,59,83,92,48,50,19,26
"2607585462",164,56,26,47,59,52,26,5,0,74,92,63,124,105,74,64,74,62
"2607585463",71,42,17,23,26,63,22,4,0,48,29,44,45,45,17,48,36,18
"2607585464",6,3,0,5,4,4,0,0,2,4,4,6,5,6,4,4,2,3
"2607585468",125,38,26,58,74,77,16,4,4,96,56,106,107,98,59,75,87,69
"2607585469",810,372,164,111,157,196,88,79,16,212,173,179,1138,968,666,239,163,207
"2607585470",1165,513,241,169,225,194,323,170,72,355,187,167,1462,1283,970,205,237,274
"2607585472",57,36,14,26,38,55,11,4,0,62,59,46,44,55,33,32,29,29
"2607585473",170,57,17,80,77,120,6,6,0,73,55,60,79,62,38,38,55,56
"2607585474",680,256,102,269,302,368,71,30,2,399,257,270,385,404,208,216,325,238
"2607585476",79,54,20,63,61,77,10,0,6,129,81,74,54,75,45,43,83,56
"2607585477",338,174,81,369,402,366,26,22,4,439,393,305,206,116,112,144,106,125
"2607585478",2,2,1,7,2,1,1,0,0,10,2,4,7,4,4,8,0,6
"2607585479",113,40,22,149,182,159,17,3,4,546,349,275,147,97,61,114,151,151
"2607585480",250,108,52,336,373,403,70,32,10,981,604,498,264,226,123,239,236,298
"2607585482",29,4,3,66,35,61,1,0,0,276,195,114,18,20,0,24,32,34
"2607585484",6,3,0,19,11,17,1,0,2,174,96,61,6,5,3,16,26,17
"2607585485",6,4,2,23,43,27,4,0,0,252,177,109,4,5,3,17,56,49
"2607585486",29,16,6,205,193,221,4,0,4,1421,955,649,54,69,14,128,246,279
"2607585487",0,2,0,2,2,11,0,0,0,5,4,5,0,3,2,3,6,6
"2607585488",0,0,0,4,1,2,0,0,0,3,0,0,2,2,0,1,4,2
"2607585489",2,0,0,1,0,1,0,0,0,5,0,1,4,2,0,1,1,4
"2607585490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2607585491",11,1,4,2,2,7,0,0,0,12,13,6,4,0,0,0,0,0
"2607585492",322,100,37,46,51,37,26,6,0,94,80,135,152,105,51,125,150,142
"2607585493",82,34,22,19,10,18,10,6,6,17,9,36,13,19,17,40,40,57
"2607585494",76,12,4,17,16,18,2,6,2,31,30,37,26,20,9,30,34,22
"2607585495",615,218,58,252,287,393,49,38,16,696,519,469,391,325,235,314,427,279
"2607585496",2172,951,330,1141,1294,1480,235,163,44,2480,1608,1562,1892,1616,993,1338,1454,1331
"2607585497",13,6,4,7,9,10,0,0,0,7,14,12,6,6,2,9,4,11
"2607585498",2,8,0,4,9,4,2,0,0,7,4,0,6,5,0,4,6,0
"2607585499",90,19,6,29,47,40,8,0,2,53,33,19,68,51,37,31,44,38
"2607585501",2,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"2607585504",15,6,4,4,8,5,0,0,0,8,3,14,10,11,8,3,11,12
"2607585505",138,85,34,118,110,103,48,38,30,248,182,170,212,212,131,188,158,160
"2607585508",2,0,4,0,4,0,0,0,0,1,0,2,4,4,3,6,2,4
"2607585509",1,0,0,0,0,0,0,1,0,1,0,0,2,1,4,0,0,0
"2607585510",1,0,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0
"2607585514",2,0,0,2,4,6,0,0,0,3,2,3,5,3,2,4,0,0
"2607585515",78,36,20,35,39,40,14,10,2,36,31,36,75,67,43,37,25,21
"2607585519",130,44,18,57,50,88,14,5,6,91,83,79,149,159,122,78,80,71
"2607585520",42,7,3,11,24,11,10,2,0,32,31,9,40,23,14,10,20,26
"2607585521",0,6,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,4
"2607585523",761,299,91,209,224,255,58,28,0,464,413,551,532,434,191,319,339,288
"2607585524",122,34,23,22,24,65,14,8,4,67,54,94,67,98,43,78,52,54
"2607585528",1709,589,147,827,865,1218,257,114,35,2246,1663,1554,2286,1917,1018,718,1093,775
"2607585529",141,77,54,97,101,125,46,16,14,187,103,103,156,155,106,64,61,58
"2607585531",435,197,79,189,226,234,61,46,16,337,238,212,284,224,157,166,134,182
"2607585532",9,1,0,3,10,9,4,0,3,6,10,7,11,10,10,12,11,5
"2607585533",3,0,0,1,3,3,0,0,0,2,4,5,4,5,1,2,3,5
"2607585535",7,4,1,3,2,5,0,0,0,7,2,2,3,11,3,2,5,3
"2607585536",37,16,8,20,8,30,10,0,0,27,12,13,51,22,20,17,16,15
"2607585537",79,22,12,40,46,63,15,9,4,100,74,59,83,75,67,80,55,47
"2607585538",422,144,30,151,229,261,13,9,0,178,165,153,102,73,46,98,78,79
"2607585540",52,32,12,39,54,31,22,6,11,103,39,52,42,43,42,36,22,47
"2607585543",5,6,1,7,9,2,0,2,0,4,1,2,8,13,10,2,2,2
"2607585545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
"2607585546",2,2,0,2,1,4,0,4,0,1,6,0,0,2,4,0,0,0
"2607585549",517,186,30,211,282,309,51,20,2,337,217,220,449,293,198,160,242,214
"2607585555",514,240,64,181,238,313,50,40,12,460,337,335,577,469,325,249,380,283
"2607585559",50,11,6,12,17,49,8,9,0,69,37,29,70,46,16,33,32,33
"2607585560",290,92,45,107,136,180,9,11,0,186,156,134,214,199,98,125,137,123
"2607585561",227,83,18,73,86,133,4,12,0,135,97,81,159,121,73,97,70,69
"2607585562",89,43,15,32,56,66,2,6,0,18,42,35,57,42,29,42,26,42
"2607585563",7,2,0,9,4,11,2,0,2,3,3,8,7,5,6,4,7,5
"2607585566",632,267,80,427,428,571,62,32,18,707,459,489,671,508,269,379,396,354
"2607585567",2,3,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,3
"2607585568",13,0,0,0,0,0,0,0,0,6,5,1,7,2,2,0,3,0
"2607585569",0,0,0,0,2,0,0,3,0,3,1,1,0,0,0,0,0,0
"2607585571",1,6,0,2,6,4,0,0,0,7,2,3,0,8,0,6,8,4
"2607585572",6,4,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,4
"2607585573",258,126,32,54,106,111,13,20,8,104,62,79,125,118,88,54,90,78
"2607585576",1,1,0,4,0,0,0,0,0,4,2,1,1,5,0,0,2,1
"2607585577",129,60,14,49,78,89,11,14,2,155,119,112,150,117,85,38,97,73
"2607585579",424,254,138,270,350,354,60,35,20,200,185,219,133,125,81,135,136,145
"2607585580",1285,399,129,599,581,810,152,55,20,1379,1076,1107,1172,971,522,669,758,608
"2607585581",6744,3759,2447,5657,6206,5779,2803,1742,896,15343,10605,10496,9769,8128,6493,8897,8317,7637
"2607585583",205,81,20,107,166,200,17,14,6,266,127,231,231,166,70,126,124,112
"2607585584",17,4,3,6,5,12,2,0,0,17,16,15,5,6,6,12,6,4
"2607585585",1019,396,127,508,529,677,94,51,10,970,623,565,872,756,469,495,596,475
"2607585589",191,63,24,91,88,146,32,8,4,217,166,177,221,183,112,101,149,142
"2607585590",0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0
"2607585591",10,0,0,2,1,2,0,2,0,1,0,1,3,4,0,3,0,2
"2607585592",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"2607585593",4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"2607585597",614,226,134,311,369,392,110,49,22,493,303,300,391,326,229,236,241,251
"2607585598",6,4,0,4,0,4,0,0,0,19,6,5,14,8,2,5,8,2
"2607585599",1825,955,561,958,1154,980,322,183,66,467,285,268,644,574,499,208,222,302
"2607585601",10,6,2,10,8,12,0,0,0,32,8,28,18,2,8,17,10,10
"2607585602",33,12,8,15,20,50,8,13,4,70,24,31,58,50,36,37,28,32
"2607585607",150,73,29,343,348,478,44,18,2,1067,552,530,299,205,133,274,372,314
"2607585611",512,344,292,540,652,510,286,182,101,970,659,671,616,542,513,741,623,656
"2607585614",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2607585615",2,0,0,0,0,0,0,0,0,10,2,0,2,0,3,6,0,0
"2607585617",55,15,5,16,31,19,5,1,2,34,28,31,14,12,17,10,14,17
"2607585625",1068,527,232,681,907,912,40,30,16,1092,771,807,482,292,207,409,469,474
"2607585626",258,84,46,109,220,188,28,21,24,456,262,185,287,285,131,184,236,229
"2607585627",173,76,32,141,147,163,20,22,0,290,226,206,241,144,90,137,119,117
"2607585628",358,107,26,139,189,184,39,38,4,538,318,413,638,412,299,364,377,355
"2607585630",0,0,0,2,2,8,0,0,0,7,9,8,2,12,3,4,2,1
"2607585631",0,2,0,0,1,0,0,0,0,3,4,3,3,4,2,8,0,0
"2607585634",749,422,154,410,581,618,231,116,52,947,816,735,966,832,567,742,719,786
"2607585637",1053,499,182,438,541,600,252,147,42,967,634,630,1484,1298,917,833,830,831
"2607585638",407,201,62,127,194,180,81,57,10,297,292,192,459,470,242,215,211,226
"2607585641",544,162,55,254,239,372,62,36,8,477,398,324,462,417,241,304,299,247
"2607585645",101,32,18,71,62,59,10,16,6,168,112,95,146,109,72,57,81,120
"2607585646",1656,880,441,767,1052,1183,364,230,69,1724,1196,1155,1461,1309,914,932,1148,1019
"2607585647",1263,570,180,673,824,905,201,114,24,1533,1126,1064,1329,1180,753,830,1008,804
